Unnamed: 0,key,read_or_not
3579,76561198040916531,1
3580,76561198040929287,1
3581,76561198040962678,1
3582,76561198040982863,1
3583,76561198040995198,1
3584,76561198041026302,1
3585,76561198041030195,1
3586,76561198041045309,1
3587,76561198041052728,1
3588,76561198041068667,1
3589,76561198041080524,1
3590,76561198041140497,1
3591,76561198041170639,1
3592,76561198041183850,1
3593,76561198041228710,1
3594,76561198041232870,1
3595,76561198041308872,1
3596,76561198041324316,1
3597,76561198041348840,1
3598,76561198041348890,1
3599,76561198041365219,1
3600,76561198041366779,1
3601,76561198041375201,1
3602,76561198041470862,1
3603,76561198041482392,1
3604,76561198041526470,1
3605,76561198041538618,1
3606,76561198041564324,1
3607,76561198041610972,1
3608,76561198041638390,1
3609,76561198041639960,1
3610,76561198041648964,1
3611,76561198041666765,1
3612,76561198041724308,1
3613,76561198041760048,1
3614,76561198041806601,1
3615,76561198041815998,1
3616,76561198041824197,1
3617,76561198041844366,1
3618,76561198041856180,1
3619,76561198041909576,1
3620,76561198041921625,1
3621,76561198041985828,1
3622,76561198041986818,1
3623,76561198041995904,1
3624,76561198042008183,1
3625,76561198042021064,1
3626,76561198042024582,1
3627,76561198042063148,1
3628,76561198042100945,1
3629,76561198042112895,1
3630,76561198042145051,1
3631,76561198042145962,1
3632,76561198042160398,1
3633,76561198042200606,1
3634,76561198042218591,1
3635,76561198042219116,1
3636,76561198042279686,1
3637,76561198042296086,1
3638,76561198042317067,1
3639,76561198042320863,1
3640,76561198042324050,1
3641,76561198042363411,1
3642,76561198042408705,1
3643,76561198042409844,1
3644,76561198042435350,1
3645,76561198042448013,1
3646,76561198042464110,1
3647,76561198042467565,1
3648,76561198042470402,1
3649,76561198042472761,1
3650,76561198042556883,1
3651,76561198042667826,1
3652,76561198042673085,1
3653,76561198042703974,1
3654,76561198042747551,1
3655,76561198042755828,1
3656,76561198042769986,1
3657,76561198042797506,1
3658,76561198042815810,1
3659,76561198042822353,1
3660,76561198042827839,1
3661,76561198042851407,1
3662,76561198042882630,1
3663,76561198042928331,1
3664,76561198042957088,1
3665,76561198043016614,1
3666,76561198043026446,1
3667,76561198043075310,1
3668,76561198043077555,1
3669,76561198043126361,1
3670,76561198043191542,1
3671,76561198043257639,1
3672,76561198043312077,1
3673,76561198043320225,1
3674,76561198043329611,1
3675,76561198043422499,1
3676,76561198043432226,1
3677,76561198043442145,1
3678,76561198043450595,1
3679,76561198043473832,1
3680,76561198043494805,1
3681,76561198043514904,1
3682,76561198043542271,1
3683,76561198043594061,1
3684,76561198043639677,1
3685,76561198043669110,1
3686,76561198043676994,1
3687,76561198043686355,1
3688,76561198043786218,1
3689,76561198043795425,1
3690,76561198043813896,1
3691,76561198043815544,1
3692,76561198043818567,1
3693,76561198043834034,1
3694,76561198043884903,1
3695,76561198043886126,1
3696,76561198043892475,1
3697,76561198043909778,1
3698,76561198043942946,1
3699,76561198043947949,1
3700,76561198043961578,1
3701,76561198044009378,1
3702,76561198044062250,1
3703,76561198044070952,1
3704,76561198044154506,1
3705,76561198044188365,1
3706,76561198044239901,1
3707,76561198044274271,1
3708,76561198044350516,1
3709,76561198044387293,1
3710,76561198044396361,1
3711,76561198044431667,1
3712,76561198044433367,1
3713,76561198044460587,1
3714,76561198044467193,1
3715,76561198044500164,1
3716,76561198044511383,1
3717,76561198044523017,1
3718,76561198044544467,1
3719,76561198044554248,1
3720,76561198044588411,1
3721,76561198044652812,1
3722,76561198044664279,1
3723,76561198044669035,1
3724,76561198044706024,1
3725,76561198044740321,1
3726,76561198044752449,1
3727,76561198044773607,1
3728,76561198044778025,1
3729,76561198044778905,1
3730,76561198044803756,1
3731,76561198044819041,1
3732,76561198044871951,1
3733,76561198044970228,1
3734,76561198045008270,1
3735,76561198045028465,1
3736,76561198045045035,1
3737,76561198045081004,1
3738,76561198045104965,1
3739,76561198045163592,1
3740,76561198045179997,1
3741,76561198045275610,1
3742,76561198045327910,1
3743,76561198045394108,1
3744,76561198045410756,1
3745,76561198045476116,1
3746,76561198045514849,1
3747,76561198045592402,1
3748,76561198045597012,1
3749,76561198045672455,1
3750,76561198045706413,1
3751,76561198045747316,1
3752,76561198045756524,1
3753,76561198045802128,1
3754,76561198045831235,1
3755,76561198045906129,1
3756,76561198045944436,1
3757,76561198046027068,1
3758,76561198046136266,1
3759,76561198046150531,1
3760,76561198046211759,1
3761,76561198046278420,1
3762,76561198046297295,1
3763,76561198046313939,1
3764,76561198046325061,1
3765,76561198046342006,1
3766,76561198046354118,1
3767,76561198046408411,1
3768,76561198046419531,1
3769,76561198046419633,1
3770,76561198046428111,1
3771,76561198046477104,1
3772,76561198046491087,1
3773,76561198046523039,1
3774,76561198046527395,1
3775,76561198046533432,1
3776,76561198046583216,1
3777,76561198046594364,1
3778,76561198046594670,1
3779,76561198046705935,1
3780,76561198046725303,1
3781,76561198046757655,1
3782,76561198046781545,1
3783,76561198046817196,1
3784,76561198046845271,1
3785,76561198046882224,1
3786,76561198046917650,1
3787,76561198046929735,1
3788,76561198047024688,1
3789,76561198047048228,1
3790,76561198047059423,1
3791,76561198047085399,1
3792,76561198047095368,1
3793,76561198047117985,1
3794,76561198047130584,1
3795,76561198047159278,1
3796,76561198047160798,1
3797,76561198047165358,1
3798,76561198047201311,1
3799,76561198047205878,1
3800,76561198047250462,1
3801,76561198047250908,1
3802,76561198047321866,1
3803,76561198047361753,1
3804,76561198047385518,1
3805,76561198047389836,1
3806,76561198047391203,1
3807,76561198047446120,1
3808,76561198047480903,1
3809,76561198047514871,1
3810,76561198047592147,1
3811,76561198047687374,1
3812,76561198047743526,1
3813,76561198047816416,1
3814,76561198047828473,1
3815,76561198047838303,1
3816,76561198047872733,1
3817,76561198047876418,1
3818,76561198047950443,1
3819,76561198048063939,1
3820,76561198048092159,1
3821,76561198048118115,1
3822,76561198048156072,1
3823,76561198048178854,1
3824,76561198048326888,1
3825,76561198048408313,1
3826,76561198048414684,1
3827,76561198048451044,1
3828,76561198048460768,1
3829,76561198048515617,1
3830,76561198048551729,1
3831,76561198048636309,1
3832,76561198048701345,1
3833,76561198048722814,1
3834,76561198048775811,1
3835,76561198048816860,1
3836,76561198048865740,1
3837,76561198048899453,1
3838,76561198048928226,1
3839,76561198048931517,1
3840,76561198049022799,1
3841,76561198049051131,1
3842,76561198049102573,1
3843,76561198049105256,1
3844,76561198049210616,1
3845,76561198049261737,1
3846,76561198049332052,1
3847,76561198049348780,1
3848,76561198049370437,1
3849,76561198049407691,1
3850,76561198049421906,1
3851,76561198049444429,1
3852,76561198049601197,1
3853,76561198049636344,1
3854,76561198049658005,1
3855,76561198049682960,1
3856,76561198049696483,1
3857,76561198049785355,1
3858,76561198049832937,1
3859,76561198049840327,1
3860,76561198049850389,1
3861,76561198049876517,1
3862,76561198049922083,1
3863,76561198049945866,1
3864,76561198049972175,1
3865,76561198050040597,1
3866,76561198050098584,1
3867,76561198050198059,1
3868,76561198050200566,1
3869,76561198050224558,1
3870,76561198050244924,1
3871,76561198050250777,1
3872,76561198050312436,1
3873,76561198050322277,1
3874,76561198050346777,1
3875,76561198050387337,1
3876,76561198050389980,1
3877,76561198050415070,1
3878,76561198050482071,1
3879,76561198050497633,1
3880,76561198050535493,1
3881,76561198050593265,1
3882,76561198050671916,1
3883,76561198050678338,1
3884,76561198050702086,1
3885,76561198050718904,1
3886,76561198050727271,1
3887,76561198050741463,1
3888,76561198050763509,1
3889,76561198050933378,1
3890,76561198051002271,1
3891,76561198051021055,1
3892,76561198051128857,1
3893,76561198051160137,1
3894,76561198051186913,1
3895,76561198051197978,1
3896,76561198051234421,1
3897,76561198051239191,1
3898,76561198051267148,1
3899,76561198051319145,1
3900,76561198051320517,1
3901,76561198051372947,1
3902,76561198051385002,1
3903,76561198051459835,1
3904,76561198051600179,1
3905,76561198051613726,1
3906,76561198051700270,1
3907,76561198051713456,1
3908,76561198051727339,1
3909,76561198051727709,1
3910,76561198051830711,1
3911,76561198051856101,1
3912,76561198051943199,1
3913,76561198051950066,1
3914,76561198051971931,1
3915,76561198052006419,1
3916,76561198052020148,1
3917,76561198052046647,1
3918,76561198052087306,1
3919,76561198052205425,1
3920,76561198052229838,1
3921,76561198052350999,1
3922,76561198052375297,1
3923,76561198052419268,1
3924,76561198052437537,1
3925,76561198052501550,1
3926,76561198052521149,1
3927,76561198052590631,1
3928,76561198052609392,1
3929,76561198052680009,1
3930,76561198052701613,1
3931,76561198052703070,1
3932,76561198052810230,1
3933,76561198052882948,1
3934,76561198052896410,1
3935,76561198052959674,1
3936,76561198052962183,1
3937,76561198053128405,1
3938,76561198053187955,1
3939,76561198053223820,1
3940,76561198053227664,1
3941,76561198053286187,1
3942,76561198053353615,1
3943,76561198053393227,1
3944,76561198053406040,1
3945,76561198053449282,1
3946,76561198053558450,1
3947,76561198053566716,1
3948,76561198053582166,1
3949,76561198053609790,1
3950,76561198053692845,1
3951,76561198053701479,1
3952,76561198053741653,1
3953,76561198053776225,1
3954,76561198053811625,1
3955,76561198053901888,1
3956,76561198053916315,1
3957,76561198053993596,1
3958,76561198054003805,1
3959,76561198054189723,1
3960,76561198054215893,1
3961,76561198054348191,1
3962,76561198054368933,1
3963,76561198054369021,1
3964,76561198054460597,1
3965,76561198054482661,1
3966,76561198054525657,1
3967,76561198054576179,1
3968,76561198054595196,1
3969,76561198054607947,1
3970,76561198054663099,1
3971,76561198054728713,1
3972,76561198054764600,1
3973,76561198054790814,1
3974,76561198054906776,1
3975,76561198054932569,1
3976,76561198054997553,1
3977,76561198055001613,1
3978,76561198055022999,1
3979,76561198055033063,1
3980,76561198055048639,1
3981,76561198055070921,1
3982,76561198055157544,1
3983,76561198055163576,1
3984,76561198055169523,1
3985,76561198055171139,1
3986,76561198055233466,1
3987,76561198055266751,1
3988,76561198055369921,1
3989,76561198055379300,1
3990,76561198055416380,1
3991,76561198055444334,1
3992,76561198055444409,1
3993,76561198055480585,1
3994,76561198055542163,1
3995,76561198055677527,1
3996,76561198055697470,1
3997,76561198055822905,1
3998,76561198055855766,1
3999,76561198055873312,1
4000,76561198055937677,1
4001,76561198055985586,1
4002,76561198056021675,1
4003,76561198056039957,1
4004,76561198056101089,1
4005,76561198056127742,1
4006,76561198056179170,1
4007,76561198056201982,1
4008,76561198056207688,1
4009,76561198056208418,1
4010,76561198056212190,1
4011,76561198056236062,1
4012,76561198056246955,1
4013,76561198056266094,1
4014,76561198056433338,1
4015,76561198056544941,1
4016,76561198056550934,1
4017,76561198056613827,1
4018,76561198056645807,1
4019,76561198056677186,1
4020,76561198056762650,1
4021,76561198056827971,1
4022,76561198056864721,1
4023,76561198056899689,1
4024,76561198056910260,1
4025,76561198056915738,1
4026,76561198056945520,1
4027,76561198056995298,1
4028,76561198057008843,1
4029,76561198057028868,1
4030,76561198057054757,1
4031,76561198057060347,1
4032,76561198057061274,1
4033,76561198057063332,1
4034,76561198057129038,1
4035,76561198057192143,1
4036,76561198057192990,1
4037,76561198057293542,1
4038,76561198057303003,1
4039,76561198057352417,1
4040,76561198057438232,1
4041,76561198057466044,1
4042,76561198057493383,1
4043,76561198057678727,1
4044,76561198057683248,1
4045,76561198057691955,1
4046,76561198057740628,1
4047,76561198057764212,1
4048,76561198057838677,1
4049,76561198057851760,1
4050,76561198057858546,1
4051,76561198057948145,1
4052,76561198057948739,1
4053,76561198057949463,1
4054,76561198057992888,1
4055,76561198058009399,1
4056,76561198058020082,1
4057,76561198058142664,1
4058,76561198058147175,1
4059,76561198058241718,1
4060,76561198058255443,1
4061,76561198058260130,1
4062,76561198058268531,1
4063,76561198058360492,1
4064,76561198058396388,1
4065,76561198058407665,1
4066,76561198058429665,1
4067,76561198058494458,1
4068,76561198058496368,1
4069,76561198058629425,1
4070,76561198058635643,1
4071,76561198058649738,1
4072,76561198058651730,1
4073,76561198058688285,1
4074,76561198058718845,1
4075,76561198058727934,1
4076,76561198058744354,1
4077,76561198058797919,1
4078,76561198058840658,1
4079,76561198058871978,1
4080,76561198058911110,1
4081,76561198058911645,1
4082,76561198059053654,1
4083,76561198059065044,1
4084,76561198059103235,1
4085,76561198059106683,1
4086,76561198059172056,1
4087,76561198059183792,1
4088,76561198059302360,1
4089,76561198059323476,1
4090,76561198059328376,1
4091,76561198059349626,1
4092,76561198059376727,1
4093,76561198059383485,1
4094,76561198059474795,1
4095,76561198059529923,1
4096,76561198059580875,1
4097,76561198059747552,1
4098,76561198059773065,1
4099,76561198059823741,1
4100,76561198059828882,1
4101,76561198059879671,1
4102,76561198059961393,1
4103,76561198059964386,1
4104,76561198060038934,1
4105,76561198060055362,1
4106,76561198060072125,1
4107,76561198060122196,1
4108,76561198060222484,1
4109,76561198060279614,1
4110,76561198060284452,1
4111,76561198060351575,1
4112,76561198060370455,1
4113,76561198060474282,1
4114,76561198060609218,1
4115,76561198060653348,1
4116,76561198060684932,1
4117,76561198060692114,1
4118,76561198060811862,1
4119,76561198060818097,1
4120,76561198060856539,1
4121,76561198060978458,1
4122,76561198061011158,1
4123,76561198061011439,1
4124,76561198061018289,1
4125,76561198061029221,1
4126,76561198061054935,1
4127,76561198061066124,1
4128,76561198061074196,1
4129,76561198061119336,1
4130,76561198061124819,1
4131,76561198061124969,1
4132,76561198061138465,1
4133,76561198061140599,1
4134,76561198061238927,1
4135,76561198061241399,1
4136,76561198061252444,1
4137,76561198061261447,1
4138,76561198061265961,1
4139,76561198061285006,1
4140,76561198061382625,1
4141,76561198061394297,1
4142,76561198061413452,1
4143,76561198061452060,1
4144,76561198061538926,1
4145,76561198061542230,1
4146,76561198061543530,1
4147,76561198061610191,1
4148,76561198061656593,1
4149,76561198061671956,1
4150,76561198061766496,1
4151,76561198061781724,1
4152,76561198061909329,1
4153,76561198061957438,1
4154,76561198062106833,1
4155,76561198062117753,1
4156,76561198062148723,1
4157,76561198062197560,1
4158,76561198062234061,1
4159,76561198062256892,1
4160,76561198062308426,1
4161,76561198062325061,1
4162,76561198062408927,1
4163,76561198062614336,1
4164,76561198062657195,1
4165,76561198062663309,1
4166,76561198062696045,1
4167,76561198062703659,1
4168,76561198062706419,1
4169,76561198062727112,1
4170,76561198062729024,1
4171,76561198062734539,1
4172,76561198062747603,1
4173,76561198062753600,1
4174,76561198062758577,1
4175,76561198062841408,1
4176,76561198062896225,1
4177,76561198062902128,1
4178,76561198062956691,1
4179,76561198062988204,1
4180,76561198063063135,1
4181,76561198063072096,1
4182,76561198063145187,1
4183,76561198063149622,1
4184,76561198063235319,1
4185,76561198063259324,1
4186,76561198063295091,1
4187,76561198063297555,1
4188,76561198063338474,1
4189,76561198063343306,1
4190,76561198063350079,1
4191,76561198063575158,1
4192,76561198063584138,1
4193,76561198063676875,1
4194,76561198063792446,1
4195,76561198063816522,1
4196,76561198064009152,1
4197,76561198064016587,1
4198,76561198064149321,1
4199,76561198064166807,1
4200,76561198064256966,1
4201,76561198064290748,1
4202,76561198064385377,1
4203,76561198064417432,1
4204,76561198064618352,1
4205,76561198064626685,1
4206,76561198064691727,1
4207,76561198064698522,1
4208,76561198064833198,1
4209,76561198064846565,1
4210,76561198064851703,1
4211,76561198064880054,1
4212,76561198064897341,1
4213,76561198064981826,1
4214,76561198064997558,1
4215,76561198065063724,1
4216,76561198065117167,1
4217,76561198065237841,1
4218,76561198065247420,1
4219,76561198065252735,1
4220,76561198065281965,1
4221,76561198065452208,1
4222,76561198065454568,1
4223,76561198065474462,1
4224,76561198065568688,1
4225,76561198065608937,1
4226,76561198065614280,1
4227,76561198065617046,1
4228,76561198065636693,1
4229,76561198065663550,1
4230,76561198065735602,1
4231,76561198065779031,1
4232,76561198065793319,1
4233,76561198065795088,1
4234,76561198065859837,1
4235,76561198065863766,1
4236,76561198065905997,1
4237,76561198065954857,1
4238,76561198065972391,1
4239,76561198066026645,1
4240,76561198066093217,1
4241,76561198066113527,1
4242,76561198066157911,1
4243,76561198066159962,1
4244,76561198066208901,1
4245,76561198066249730,1
4246,76561198066286806,1
4247,76561198066360549,1
4248,76561198066532851,1
4249,76561198066579174,1
4250,76561198066590502,1
4251,76561198066683418,1
4252,76561198066729919,1
4253,76561198066772839,1
4254,76561198066790584,1
4255,76561198066801897,1
4256,76561198066895884,1
4257,76561198066905668,1
4258,76561198066919197,1
4259,76561198066980378,1
4260,76561198067031778,1
4261,76561198067073286,1
4262,76561198067111229,1
4263,76561198067143632,1
4264,76561198067160998,1
4265,76561198067193481,1
4266,76561198067347622,1
4267,76561198067428403,1
4268,76561198067428741,1
4269,76561198067470339,1
4270,76561198067520005,1
4271,76561198067525485,1
4272,76561198067554317,1
4273,76561198067604190,1
4274,76561198067627203,1
4275,76561198067650129,1
4276,76561198067653526,1
4277,76561198067672212,1
4278,76561198067691660,1
4279,76561198067697953,1
4280,76561198067775812,1
4281,76561198067790893,1
4282,76561198067833129,1
4283,76561198067880977,1
4284,76561198067917214,1
4285,76561198067920329,1
4286,76561198067939927,1
4287,76561198067961659,1
4288,76561198067979903,1
4289,76561198068005618,1
4290,76561198068048723,1
4291,76561198068060159,1
4292,76561198068061307,1
4293,76561198068068976,1
4294,76561198068076714,1
4295,76561198068118387,1
4296,76561198068146316,1
4297,76561198068183398,1
4298,76561198068293800,1
4299,76561198068319434,1
4300,76561198068378550,1
4301,76561198068402084,1
4302,76561198068434753,1
4303,76561198068453649,1
4304,76561198068460399,1
4305,76561198068559833,1
4306,76561198068586811,1
4307,76561198068602792,1
4308,76561198068608663,1
4309,76561198068708454,1
4310,76561198068884106,1
4311,76561198068971011,1
4312,76561198068984043,1
4313,76561198068990630,1
4314,76561198069058868,1
4315,76561198069066558,1
4316,76561198069151180,1
4317,76561198069155739,1
4318,76561198069176564,1
4319,76561198069194346,1
4320,76561198069235389,1
4321,76561198069263654,1
4322,76561198069308948,1
4323,76561198069336468,1
4324,76561198069363057,1
4325,76561198069417266,1
4326,76561198069476643,1
4327,76561198069480297,1
4328,76561198069560302,1
4329,76561198069561563,1
4330,76561198069573840,1
4331,76561198069575640,1
4332,76561198069636470,1
4333,76561198069691507,1
4334,76561198069691591,1
4335,76561198069702624,1
4336,76561198069705745,1
4337,76561198069726065,1
4338,76561198069757150,1
4339,76561198069786038,1
4340,76561198069797264,1
4341,76561198069863180,1
4342,76561198069922774,1
4343,76561198069933928,1
4344,76561198070014548,1
4345,76561198070030906,1
4346,76561198070044455,1
4347,76561198070278772,1
4348,76561198070310821,1
4349,76561198070354882,1
4350,76561198070407530,1
4351,76561198070412038,1
4352,76561198070472747,1
4353,76561198070529158,1
4354,76561198070567630,1
4355,76561198070683934,1
4356,76561198070725067,1
4357,76561198070736588,1
4358,76561198070761760,1
4359,76561198070818294,1
4360,76561198070830599,1
4361,76561198070876870,1
4362,76561198070949991,1
4363,76561198070992816,1
4364,76561198071012571,1
4365,76561198071171689,1
4366,76561198071283895,1
4367,76561198071292621,1
4368,76561198071355497,1
4369,76561198071364531,1
4370,76561198071445029,1
4371,76561198071508006,1
4372,76561198071509910,1
4373,76561198071517414,1
4374,76561198071519146,1
4375,76561198071580667,1
4376,76561198071786782,1
4377,76561198071787014,1
4378,76561198071787121,1
4379,76561198071887393,1
4380,76561198071893059,1
4381,76561198071907191,1
4382,76561198071933699,1
4383,76561198071957289,1
4384,76561198072068449,1
4385,76561198072093034,1
4386,76561198072107956,1
4387,76561198072186645,1
4388,76561198072224790,1
4389,76561198072245696,1
4390,76561198072303918,1
4391,76561198072304420,1
4392,76561198072307867,1
4393,76561198072371533,1
4394,76561198072540540,1
4395,76561198072555392,1
4396,76561198072624008,1
4397,76561198072816714,1
4398,76561198072896574,1
4399,76561198072934663,1
4400,76561198072990512,1
4401,76561198073142235,1
4402,76561198073171475,1
4403,76561198073301166,1
4404,76561198073309332,1
4405,76561198073325963,1
4406,76561198073364406,1
4407,76561198073528181,1
4408,76561198073614789,1
4409,76561198073621271,1
4410,76561198073670046,1
4411,76561198073671569,1
4412,76561198073710198,1
4413,76561198073799374,1
4414,76561198073814671,1
4415,76561198073854978,1
4416,76561198073865501,1
4417,76561198073868966,1
4418,76561198073877330,1
4419,76561198073882167,1
4420,76561198073915435,1
4421,76561198073999364,1
4422,76561198074016368,1
4423,76561198074061061,1
4424,76561198074143380,1
4425,76561198074169472,1
4426,76561198074197058,1
4427,76561198074215527,1
4428,76561198074279605,1
4429,76561198074358178,1
4430,76561198074363340,1
4431,76561198074386473,1
4432,76561198074388293,1
4433,76561198074425791,1
4434,76561198074432150,1
4435,76561198074573560,1
4436,76561198074596528,1
4437,76561198074622054,1
4438,76561198074624651,1
4439,76561198074691441,1
4440,76561198074735127,1
4441,76561198074763779,1
4442,76561198074777420,1
4443,76561198074907455,1
4444,76561198074910258,1
4445,76561198074993041,1
4446,76561198075060667,1
4447,76561198075108226,1
4448,76561198075224156,1
4449,76561198075329999,1
4450,76561198075419304,1
4451,76561198075437982,1
4452,76561198075475723,1
4453,76561198075480468,1
4454,76561198075510345,1
4455,76561198075592836,1
4456,76561198075595534,1
4457,76561198075636161,1
4458,76561198075728685,1
4459,76561198075743788,1
4460,76561198075760160,1
4461,76561198076053551,1
4462,76561198076123982,1
4463,76561198076199712,1
4464,76561198076228578,1
4465,76561198076341628,1
4466,76561198076412103,1
4467,76561198076556979,1
4468,76561198076632837,1
4469,76561198076646352,1
4470,76561198076669442,1
4471,76561198076729436,1
4472,76561198076778936,1
4473,76561198076896880,1
4474,76561198076911068,1
4475,76561198076951650,1
4476,76561198077031639,1
4477,76561198077163866,1
4478,76561198077182215,1
4479,76561198077256949,1
4480,76561198077326841,1
4481,76561198077411542,1
4482,76561198077534770,1
4483,76561198077547669,1
4484,76561198077565341,1
4485,76561198077567603,1
4486,76561198077567987,1
4487,76561198077573491,1
4488,76561198077600922,1
4489,76561198077737617,1
4490,76561198077738920,1
4491,76561198077781384,1
4492,76561198077803008,1
4493,76561198077815045,1
4494,76561198077847434,1
4495,76561198077951835,1
4496,76561198078014565,1
4497,76561198078029542,1
4498,76561198078083847,1
4499,76561198078143983,1
4500,76561198078195578,1
4501,76561198078216760,1
4502,76561198078274570,1
4503,76561198078362560,1
4504,76561198078477496,1
4505,76561198078484534,1
4506,76561198078524719,1
4507,76561198078548282,1
4508,76561198078567778,1
4509,76561198078602807,1
4510,76561198078754238,1
4511,76561198078790050,1
4512,76561198078801340,1
4513,76561198078845055,1
4514,76561198078976244,1
4515,76561198079043483,1
4516,76561198079091370,1
4517,76561198079091524,1
4518,76561198079095536,1
4519,76561198079175292,1
4520,76561198079179558,1
4521,76561198079185986,1
4522,76561198079192559,1
4523,76561198079200675,1
4524,76561198079202100,1
4525,76561198079209971,1
4526,76561198079247810,1
4527,76561198079263580,1
4528,76561198079294550,1
4529,76561198079373068,1
4530,76561198079428358,1
4531,76561198079443719,1
4532,76561198079471998,1
4533,76561198079506006,1
4534,76561198079521683,1
4535,76561198079619931,1
4536,76561198079672331,1
4537,76561198079678885,1
4538,76561198079732103,1
4539,76561198079733764,1
4540,76561198079759593,1
4541,76561198079774776,1
4542,76561198079789828,1
4543,76561198079829078,1
4544,76561198079915776,1
4545,76561198079943074,1
4546,76561198079958549,1
4547,76561198079968555,1
4548,76561198080150086,1
4549,76561198080274790,1
4550,76561198080285761,1
4551,76561198080328495,1
4552,76561198080433190,1
4553,76561198080490863,1
4554,76561198080537323,1
4555,76561198080562211,1
4556,76561198080599965,1
4557,76561198080667038,1
4558,76561198080690593,1
4559,76561198080796771,1
4560,76561198080813222,1
4561,76561198080813361,1
4562,76561198080894093,1
4563,76561198080897812,1
4564,76561198080915741,1
4565,76561198080993175,1
4566,76561198081113037,1
4567,76561198081209411,1
4568,76561198081264807,1
4569,76561198081282069,1
4570,76561198081382765,1
4571,76561198081401691,1
4572,76561198081402436,1
4573,76561198081499803,1
4574,76561198081502742,1
4575,76561198081608298,1
4576,76561198081690636,1
4577,76561198081704276,1
4578,76561198081707393,1
4579,76561198081747916,1
4580,76561198081755101,1
4581,76561198081765981,1
4582,76561198082068424,1
4583,76561198082153478,1
4584,76561198082291193,1
4585,76561198082371623,1
4586,76561198082471216,1
4587,76561198082479935,1
4588,76561198082518263,1
4589,76561198082528226,1
4590,76561198082650433,1
4591,76561198082678348,1
4592,76561198082683026,1
4593,76561198082760256,1
4594,76561198082806843,1
4595,76561198082890086,1
4596,76561198082928551,1
4597,76561198083075127,1
4598,76561198083100143,1
4599,76561198083125336,1
4600,76561198083193287,1
4601,76561198083257236,1
4602,76561198083281044,1
4603,76561198083285722,1
4604,76561198083426205,1
4605,76561198083459042,1
4606,76561198083491579,1
4607,76561198083497138,1
4608,76561198083552293,1
4609,76561198083646716,1
4610,76561198083784246,1
4611,76561198083784667,1
4612,76561198083830746,1
4613,76561198083890306,1
4614,76561198084003484,1
4615,76561198084019702,1
4616,76561198084027481,1
4617,76561198084061085,1
4618,76561198084207921,1
4619,76561198084240107,1
4620,76561198084379553,1
4621,76561198084432094,1
4622,76561198084438158,1
4623,76561198084473706,1
4624,76561198084501309,1
4625,76561198084507393,1
4626,76561198084534426,1
4627,76561198084563238,1
4628,76561198084568782,1
4629,76561198084629006,1
4630,76561198084707359,1
4631,76561198084709016,1
4632,76561198084797489,1
4633,76561198084826383,1
4634,76561198084877055,1
4635,76561198084961479,1
4636,76561198084999589,1
4637,76561198085062666,1
4638,76561198085088958,1
4639,76561198085153729,1
4640,76561198085165176,1
4641,76561198085248576,1
4642,76561198085275520,1
4643,76561198085288671,1
4644,76561198085383048,1
4645,76561198085384522,1
4646,76561198085385788,1
4647,76561198085475190,1
4648,76561198085519030,1
4649,76561198085599996,1
4650,76561198085646810,1
4651,76561198085662867,1
4652,76561198085666447,1
4653,76561198085723816,1
4654,76561198085760628,1
4655,76561198085781941,1
4656,76561198085796263,1
4657,76561198085908406,1
4658,76561198085992234,1
4659,76561198085996123,1
4660,76561198086055689,1
4661,76561198086087866,1
4662,76561198086089760,1
4663,76561198086189628,1
4664,76561198086191200,1
4665,76561198086198095,1
4666,76561198086269417,1
4667,76561198086274485,1
4668,76561198086284187,1
4669,76561198086394030,1
4670,76561198086433775,1
4671,76561198086436252,1
4672,76561198086442571,1
4673,76561198086448136,1
4674,76561198086550670,1
4675,76561198086635469,1
4676,76561198086780676,1
4677,76561198086924328,1
4678,76561198086976180,1
4679,76561198087014894,1
4680,76561198087037893,1
4681,76561198087038051,1
4682,76561198087092076,1
4683,76561198087211567,1
4684,76561198087222153,1
4685,76561198087370347,1
4686,76561198087386106,1
4687,76561198087407991,1
4688,76561198087418105,1
4689,76561198087456205,1
4690,76561198087619104,1
4691,76561198087665742,1
4692,76561198087810117,1
4693,76561198087965555,1
4694,76561198088017944,1
4695,76561198088021857,1
4696,76561198088133761,1
4697,76561198088153962,1
4698,76561198088176116,1
4699,76561198088183290,1
4700,76561198088206118,1
4701,76561198088215455,1
4702,76561198088251335,1
4703,76561198088372569,1
4704,76561198088390695,1
4705,76561198088422970,1
4706,76561198088514114,1
4707,76561198088542435,1
4708,76561198088581544,1
4709,76561198088585975,1
4710,76561198088677264,1
4711,76561198088685165,1
4712,76561198088717403,1
4713,76561198088776076,1
4714,76561198088794767,1
4715,76561198088834760,1
4716,76561198088920507,1
4717,76561198089006964,1
4718,76561198089023476,1
4719,76561198089107604,1
4720,76561198089194172,1
4721,76561198089290891,1
4722,76561198089408987,1
4723,76561198089449388,1
4724,76561198089474242,1
4725,76561198089549565,1
4726,76561198089557599,1
4727,76561198089585790,1
4728,76561198089617490,1
4729,76561198089680904,1
4730,76561198089776379,1
4731,76561198089820949,1
4732,76561198089856581,1
4733,76561198089959981,1
4734,76561198090118654,1
4735,76561198090166013,1
4736,76561198090277923,1
4737,76561198090337384,1
4738,76561198090376979,1
4739,76561198090540590,1
4740,76561198090675331,1
4741,76561198090677583,1
4742,76561198090740400,1
4743,76561198090818549,1
